,datetime,kWh,Latitude,Longitude,InternalNum,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
0,2021-01-03 15:00:00,4.034482104764162,48.360587,35.02671,23460200,2.9085,1.6085,-0.90825224,91.160614,0.0,0.0,0.0,3.0,100.0,13.392774,126.25393,51.0,3.0,1015.9224,0.0,0.0
1,2021-01-03 16:00:00,6.331358141739749,48.360587,35.02671,23460200,2.5585,1.6585001,-1.1334178,93.78649,0.0,0.0,0.0,3.0,100.0,12.594856,120.963684,12.0,0.0,1015.9033,0.0,0.0
2,2021-01-03 17:00:00,4.474159753496089,48.360587,35.02671,23460200,2.4085,1.6585001,-1.6616814,94.79149,0.0,0.0,0.0,3.0,100.0,15.1884165,121.42952,0.0,0.0,1015.5995,0.0,0.0
3,2021-01-03 18:00:00,0.0,48.360587,35.02671,23460200,2.1585,1.6585001,-2.070904,96.49329,0.0,0.0,0.0,3.0,100.0,16.279802,125.095894,0.0,0.0,1015.3887,0.0,0.0
4,2021-01-03 19:00:00,0.0,48.360587,35.02671,23460200,2.2085001,1.7585001,-2.1583016,96.84026,0.0,0.0,0.0,3.0,100.0,17.339897,131.63345,0.0,0.0,1015.293,0.0,0.0
5,2021-01-03 20:00:00,0.0,48.360587,35.02671,23460200,1.7585001,1.4585,-2.6206548,97.875824,0.0,0.0,0.0,3.0,100.0,17.072504,132.43619,0.0,0.0,1014.97284,0.0,0.0
6,2021-01-03 21:00:00,0.0,48.360587,35.02671,23460200,1.6585001,1.3085,-2.454307,97.52371,0.0,0.0,0.0,3.0,100.0,15.072783,139.84407,0.0,0.0,1014.8686,0.0,0.0
7,2021-01-03 22:00:00,0.0,48.360587,35.02671,23460200,1.4585,1.2085,-2.4994738,98.22274,0.0,0.0,0.0,3.0,100.0,13.896187,143.42688,0.0,0.0,1014.95624,0.0,0.0
8,2021-01-03 23:00:00,0.0,48.360587,35.02671,23460200,1.4085001,1.1085,-2.6939747,97.86981,0.0,0.0,0.0,3.0,100.0,14.773164,136.97493,0.0,0.0,1014.6579,0.0,0.0
9,2021-01-04 00:00:00,0.0,48.360587,35.02671,23460200,1.2585001,1.0085,-2.7481925,98.21986,0.0,0.0,0.0,3.0,100.0,14.003028,136.04153,0.0,0.0,1014.4526,0.0,0.0
10,2021-01-04 01:00:00,0.0,48.360587,35.02671,23460200,1.1585001,0.95849997,-2.9687364,98.57246,0.0,0.0,0.0,3.0,100.0,14.773164,133.02507,0.0,0.0,1014.0531,0.0,0.0
11,2021-01-04 02:00:00,0.0,48.360587,35.02671,23460200,1.2585001,0.95849997,-2.6800625,97.86722,0.0,0.0,0.0,3.0,100.0,13.479583,124.11452,0.0,0.0,1013.8615,0.0,0.0
12,2021-01-04 03:00:00,0.0,48.360587,35.02671,23460200,1.0585,0.9085,-2.9285455,98.926765,0.0,0.0,0.0,3.0,100.0,13.755579,132.87889,0.0,0.0,1013.5552,0.0,0.0
13,2021-01-04 04:00:00,0.0,48.360587,35.02671,23460200,0.8585,0.8085,-3.1067328,99.64053,0.0,0.0,0.0,3.0,100.0,13.493999,136.08084,0.0,0.0,1013.4454,0.0,0.0
14,2021-01-04 05:00:00,0.0,48.360587,35.02671,23460200,0.70849997,0.6585,-3.437268,99.64008,0.0,0.0,0.0,3.0,100.0,14.565548,140.01317,0.0,0.0,1013.3387,0.0,0.0
15,2021-01-04 06:00:00,0.0,48.360587,35.02671,23460200,0.5085,0.4085,-3.4755754,99.28015,0.0,0.0,0.0,3.0,100.0,13.18308,145.0079,0.0,0.0,1013.5246,0.0,0.0
16,2021-01-04 07:00:00,0.0,48.360587,35.02671,23460200,0.3585,0.2085,-3.8991475,98.92062,0.0,0.0,0.0,3.0,100.0,14.84318,140.90616,0.0,0.0,1013.51624,0.0,0.0
17,2021-01-04 08:00:00,0.0,48.360587,35.02671,23460200,0.2585,0.0585,-3.8999643,98.56194,0.0,0.0,0.0,3.0,100.0,14.003028,136.04153,1.0,0.0,1013.6094,0.0,0.0
18,2021-01-04 09:00:00,0.0,48.360587,35.02671,23460200,0.5085,0.008499999,-3.6576152,96.44643,0.0,0.0,0.0,3.0,100.0,14.003028,136.04153,23.0,0.0,1013.42596,0.0,0.0
19,2021-01-04 10:00:00,0.0,48.360587,35.02671,23460200,0.8085,-0.041500002,-3.3291452,94.04025,0.0,0.0,0.0,3.0,100.0,13.755579,132.87889,55.0,0.0,1013.24554,0.0,0.0
20,2021-01-04 11:00:00,0.0,48.360587,35.02671,23460200,1.1585001,-0.09150001,-3.1737971,91.37004,0.0,0.0,0.0,3.0,100.0,15.03835,132.0891,90.0,3.0,1012.87085,0.0,0.0
21,2021-01-04 12:00:00,0.0,48.360587,35.02671,23460200,1.5085001,-0.09150001,-2.8691137,89.10471,0.0,0.0,0.0,3.0,100.0,15.349684,129.2894,122.0,8.0,1012.0033,0.0,0.0
22,2021-01-04 13:00:00,0.0,48.360587,35.02671,23460200,1.7085,-0.041500002,-2.5651302,88.15762,0.0,0.0,0.0,3.0,100.0,14.689588,126.027466,118.0,7.0,1011.62036,0.0,0.0
23,2021-01-04 14:00:00,0.0,48.360587,35.02671,23460200,1.0585,-0.24150002,-3.123313,91.03198,0.0,0.0,0.0,3.0,100.0,13.849477,117.89718,96.0,1.0,1011.7818,0.0,0.0
24,2021-01-04 15:00:00,0.0,48.360587,35.02671,23460200,1.0085,-0.1415,-3.1174378,92.02586,0.0,0.0,0.0,3.0,100.0,13.570615,111.801476,43.0,2.0,1011.48334,0.0,0.0
25,2021-01-04 16:00:00,0.0,48.360587,35.02671,23460200,0.9085,0.0585,-2.7739058,94.04499,0.0,0.0,0.0,3.0,100.0,10.739833,103.57046,10.0,0.0,1011.3794,0.0,0.0
26,2021-01-04 17:00:00,0.0,48.360587,35.02671,23460200,0.9085,0.2085,-2.8144057,95.07246,0.0,0.0,0.0,3.0,100.0,11.177405,104.93147,0.0,0.0,1011.2809,0.0,0.0
27,2021-01-04 18:00:00,0.0,48.360587,35.02671,23460200,0.9085,0.3085,-2.9629421,95.76293,0.0,0.0,0.0,3.0,99.0,12.303366,110.55613,0.0,0.0,1011.0839,0.0,0.0
28,2021-01-04 19:00:00,0.0,48.360587,35.02671,23460200,0.9085,0.3585,-3.0391266,96.10985,0.0,0.0,0.0,3.0,96.0,12.879752,116.56499,0.0,0.0,1010.7883,0.0,0.0
29,2021-01-04 20:00:00,0.0,48.360587,35.02671,23460200,0.7585,0.3085,-2.9863913,96.80313,0.0,0.0,0.0,2.0,77.0,11.435313,118.1785,0.0,0.0,1010.5831,0.0,0.0
30,2021-01-04 21:00:00,0.0,48.360587,35.02671,23460200,0.2585,-0.041500002,-3.5897894,97.84982,0.0,0.0,0.0,2.0,79.0,11.770403,113.42871,0.0,0.0,1010.1614,0.0,0.0
31,2021-01-04 22:00:00,0.0,48.360587,35.02671,23460200,0.008499999,-0.24150002,-3.891937,98.20165,0.0,0.0,0.0,3.0,86.0,11.91812,115.01687,0.0,0.0,1009.8518,0.0,0.0
32,2021-01-04 23:00:00,0.0,48.360587,35.02671,23460200,0.008499999,-0.24150002,-3.9672189,98.20165,0.0,0.0,0.0,2.0,79.0,12.43434,112.109505,0.0,0.0,1009.65485,0.0,0.0
33,2021-01-05 00:00:00,0.0,48.360587,35.02671,23460200,-0.041500002,-0.24150002,-4.079987,98.55842,0.0,0.0,0.0,2.0,77.0,12.864649,107.92801,0.0,0.0,1009.2583,0.0,0.0
34,2021-01-05 01:00:00,0.0,48.360587,35.02671,23460200,0.008499999,-0.19150001,-4.1728077,98.55901,0.0,0.0,0.0,3.0,85.0,13.896187,106.55715,0.0,0.0,1008.96515,0.0,0.0
35,2021-01-05 02:00:00,0.0,48.360587,35.02671,23460200,-0.041500002,-0.3415,-4.485651,97.84457,0.0,0.0,0.0,2.0,76.0,15.542662,103.39252,0.0,0.0,1008.66724,0.0,0.0
36,2021-01-05 03:00:00,0.0,48.360587,35.02671,23460200,-0.09150001,-0.54150003,-4.5656147,96.781075,0.0,0.0,0.0,3.0,86.0,15.542662,103.39252,0.0,0.0,1008.2703,0.0,0.0
37,2021-01-05 04:00:00,0.0,48.360587,35.02671,23460200,-0.3415,-0.79150003,-4.7178564,96.77454,0.0,0.0,0.0,3.0,95.0,14.618837,99.926186,0.0,0.0,1008.0593,0.0,0.0
38,2021-01-05 05:00:00,0.0,48.360587,35.02671,23460200,-0.2915,-0.99149996,-4.7232733,95.024796,0.0,0.0,0.0,3.0,100.0,14.799459,94.18484,0.0,0.0,1007.37256,0.0,0.0
39,2021-01-05 06:00:00,0.0,48.360587,35.02671,23460200,-0.2915,-1.1415,-4.792215,93.98769,0.0,0.0,0.0,3.0,100.0,15.124284,91.3639,0.0,0.0,1007.077,0.0,0.0
40,2021-01-05 07:00:00,0.0,48.360587,35.02671,23460200,-0.4415,-1.3414999,-5.185198,93.63661,0.0,0.0,0.0,3.0,99.0,16.595179,93.73133,0.0,0.0,1006.67487,0.0,0.0
41,2021-01-05 08:00:00,0.0,48.360587,35.02671,23460200,-0.3415,-1.5415,-5.0649242,91.60344,0.0,0.0,0.0,3.0,99.0,16.263872,95.07952,3.0,0.0,1006.6802,0.0,0.0
42,2021-01-05 09:00:00,0.0,48.360587,35.02671,23460200,0.3085,-1.5914999,-4.4333096,87.064735,0.0,0.0,0.0,3.0,97.0,16.343367,97.59455,41.0,5.0,1006.42065,0.0,0.0
43,2021-01-05 10:00:00,0.0,48.360587,35.02671,23460200,1.3585,-1.4415,-3.5762594,81.61728,0.0,0.0,0.0,3.0,96.0,17.811815,104.03627,118.0,39.0,1005.9856,0.0,0.0
44,2021-01-05 11:00:00,0.0,48.360587,35.02671,23460200,2.3585,-1.2414999,-2.3975434,77.1139,0.0,0.0,0.0,3.0,87.0,16.78156,112.714455,174.0,79.0,1005.54736,0.0,0.0
45,2021-01-05 12:00:00,0.0,48.360587,35.02671,23460200,3.5585,-0.9415,-1.10589,72.406296,0.0,0.0,0.0,3.0,95.0,16.45007,113.198616,235.0,132.0,1004.9222,0.0,0.0
46,2021-01-05 13:00:00,0.0,48.360587,35.02671,23460200,4.4585,-0.7415,-0.08578873,68.974144,0.0,0.0,0.0,3.0,96.0,15.827721,107.19863,224.0,129.0,1004.4778,0.0,0.0
47,2021-01-05 14:00:00,0.0,48.360587,35.02671,23460200,3.9585001,-0.3415,-0.65357375,73.54552,0.0,0.0,0.0,3.0,94.0,16.700275,97.43131,161.0,70.0,1004.6479,0.0,0.0
48,2021-01-05 15:00:00,0.0,48.360587,35.02671,23460200,3.1085,-0.2915,-1.4757178,78.368904,0.0,0.0,0.0,3.0,98.0,16.56,90.0,97.0,26.0,1004.40546,0.0,0.0
49,2021-01-05 16:00:00,0.0,48.360587,35.02671,23460200,2.2585,-0.54150003,-2.1633768,81.7395,0.0,0.0,0.0,3.0,95.0,15.188415,95.44024,19.0,1.0,1004.45795,0.0,0.0
50,2021-01-05 17:00:00,0.0,48.360587,35.02671,23460200,1.0085,-0.9415,-3.3217037,86.816345,0.0,0.0,0.0,3.0,92.0,14.154915,97.30567,0.0,0.0,1004.3901,0.0,0.0
51,2021-01-05 18:00:00,0.0,48.360587,35.02671,23460200,0.5085,-1.3414999,-3.97945,87.40454,0.0,0.0,0.0,3.0,98.0,14.84318,104.03627,0.0,0.0,1004.3626,0.0,0.0
