,datetime,kWh,Latitude,Longitude,InternalNum,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
52,2021-01-05 19:00:00,0.0,48.360587,35.02671,23460200,0.4085,-1.7414999,-4.2788343,85.489426,0.0,0.0,0.0,3.0,100.0,15.827721,107.19863,0.0,0.0,1004.2587,0.0,0.0
53,2021-01-05 20:00:00,0.0,48.360587,35.02671,23460200,-0.041500002,-2.0414999,-4.5278845,86.39059,0.0,0.0,0.0,3.0,100.0,14.168641,117.216034,0.0,0.0,1004.1356,0.0,0.0
54,2021-01-05 21:00:00,0.0,48.360587,35.02671,23460200,0.008499999,-2.1915,-4.4412103,85.13026,0.0,0.0,0.0,3.0,98.0,13.779114,109.85531,0.0,0.0,1003.54706,0.0,0.0
55,2021-01-05 22:00:00,0.0,48.360587,35.02671,23460200,0.2085,-2.2415,-4.2811623,83.596245,0.0,0.0,0.0,3.0,98.0,14.007655,115.906456,0.0,0.0,1003.5581,0.0,0.0
56,2021-01-05 23:00:00,0.0,48.360587,35.02671,23460200,-0.19150001,-2.1915,-4.563635,86.37491,0.0,0.0,0.0,3.0,100.0,13.246826,132.79738,0.0,0.0,1003.7331,0.0,0.0
57,2021-01-06 00:00:00,0.0,48.360587,35.02671,23460200,0.5585,-1.8414999,-3.879114,83.948044,0.0,0.0,0.0,3.0,100.0,14.021525,131.87779,0.0,0.0,1003.57733,0.0,0.0
58,2021-01-06 01:00:00,0.0,48.360587,35.02671,23460200,1.2585001,-1.1415,-3.078308,84.032555,0.0,0.0,0.0,3.0,100.0,14.003028,133.95847,0.0,0.0,1003.32,0.0,0.0
59,2021-01-06 02:00:00,0.0,48.360587,35.02671,23460200,0.6085,-1.5415,-3.4912043,85.51153,0.0,0.0,0.0,3.0,100.0,11.988594,131.34769,0.0,0.0,1003.7772,0.0,0.0
60,2021-01-06 03:00:00,0.0,48.360587,35.02671,23460200,0.6585,-1.1415,-3.3456192,87.7397,0.0,0.0,0.0,3.0,99.0,11.720751,132.5104,0.0,0.0,1003.7798,0.0,0.0
61,2021-01-06 04:00:00,0.0,48.360587,35.02671,23460200,0.9085,-0.8415,-3.162333,88.0844,0.0,0.0,0.0,3.0,100.0,12.475961,133.83095,0.0,0.0,1003.59656,0.0,0.0
62,2021-01-06 05:00:00,0.0,48.360587,35.02671,23460200,1.2585001,-0.4415,-2.6243267,88.437836,0.0,0.0,0.0,3.0,100.0,11.592894,143.84172,0.0,0.0,1003.32,0.0,0.0
63,2021-01-06 06:00:00,0.0,48.360587,35.02671,23460200,1.2085,0.008499999,-2.6189468,91.70538,0.0,0.0,0.0,3.0,100.0,11.681987,146.3099,0.0,0.0,1003.5144,0.0,0.0
64,2021-01-06 07:00:00,0.0,48.360587,35.02671,23460200,2.1585,0.6585,-1.6707664,89.80501,0.0,0.0,0.0,3.0,100.0,12.397806,154.17906,0.0,0.0,1003.7628,0.0,0.0
65,2021-01-06 08:00:00,0.0,48.360587,35.02671,23460200,2.7085001,1.5585,-1.089824,92.13161,0.1,0.0,0.0,51.0,100.0,13.207634,162.55272,1.0,0.0,1004.1869,0.1,0.0
66,2021-01-06 09:00:00,0.0,48.360587,35.02671,23460200,3.5085,2.6085,-0.12757301,93.83286,0.1,0.0,0.0,51.0,100.0,13.363711,175.36462,22.0,1.0,1004.5254,0.1,0.0
67,2021-01-06 10:00:00,0.0,48.360587,35.02671,23460200,5.1085,4.0085,1.6592684,92.60187,0.0,0.0,0.0,3.0,100.0,13.910169,190.43742,94.0,13.0,1004.5121,0.0,0.0
68,2021-01-06 11:00:00,0.0,48.360587,35.02671,23460200,6.2584996,4.8585,2.4212294,90.75217,0.0,0.0,0.0,3.0,100.0,17.76081,197.70052,103.0,7.0,1004.6715,0.0,0.0
69,2021-01-06 12:00:00,0.0,48.360587,35.02671,23460200,7.2085,5.5084996,3.4895058,88.95163,0.0,0.0,0.0,3.0,100.0,17.902534,195.15411,128.0,4.0,1004.52435,0.0,0.0
70,2021-01-06 13:00:00,0.0,48.360587,35.02671,23460200,7.2584996,5.4585,3.7560148,88.341125,0.0,0.0,0.0,3.0,100.0,16.343367,187.59456,119.0,13.0,1004.5268,0.0,0.0
71,2021-01-06 14:00:00,0.0,48.360587,35.02671,23460200,6.9585,5.1085,3.1815214,88.00814,0.0,0.0,0.0,3.0,100.0,17.709658,206.56499,93.0,21.0,1004.90533,0.0,0.0
72,2021-01-06 15:00:00,0.0,48.360587,35.02671,23460200,6.5084996,5.1584997,3.0472069,91.08606,0.0,0.0,0.0,3.0,100.0,15.617529,205.97433,31.0,0.0,1005.17755,0.0,0.0
73,2021-01-06 16:00:00,0.0,48.360587,35.02671,23460200,5.9084997,4.8585,2.8509932,92.971176,0.0,0.0,0.0,3.0,80.0,12.413477,209.53868,12.0,2.0,1005.44135,0.0,0.0
74,2021-01-06 17:00:00,0.0,48.360587,35.02671,23460200,5.2584996,4.5084996,2.222188,94.90746,0.0,0.0,0.0,3.0,100.0,11.770403,203.42871,0.0,0.0,1005.8014,0.0,0.0
75,2021-01-06 18:00:00,0.0,48.360587,35.02671,23460200,5.2584996,4.5084996,2.211783,94.90746,0.0,0.0,0.0,3.0,100.0,11.841756,199.53674,0.0,0.0,1005.9985,0.0,0.0
76,2021-01-06 19:00:00,0.0,48.360587,35.02671,23460200,5.0585,4.3585,1.9432745,95.2322,0.0,0.0,0.0,2.0,76.0,12.10157,202.751,0.0,0.0,1006.18475,0.0,0.0
77,2021-01-06 20:00:00,0.0,48.360587,35.02671,23460200,4.4084997,3.8085,1.3489156,95.879616,0.0,0.0,0.0,2.0,56.0,10.966713,203.19862,0.0,0.0,1006.24854,0.0,0.0
78,2021-01-06 21:00:00,0.0,48.360587,35.02671,23460200,3.5085,3.0085,0.36436892,96.53096,0.0,0.0,0.0,1.0,21.0,10.495713,202.1664,0.0,0.0,1006.49603,0.0,0.0
79,2021-01-06 22:00:00,0.0,48.360587,35.02671,23460200,2.4085,1.9585,-0.7897761,96.84533,0.0,0.0,0.0,0.0,6.0,9.565437,199.79897,0.0,0.0,1006.63367,0.0,0.0
80,2021-01-06 23:00:00,0.0,48.360587,35.02671,23460200,1.4085001,1.0585,-1.7734377,97.518715,0.0,0.0,0.0,2.0,71.0,8.4042845,189.86574,0.0,0.0,1006.7763,0.0,0.0
81,2021-01-07 00:00:00,0.0,48.360587,35.02671,23460200,0.9085,0.70849997,-2.2600207,98.56955,0.0,0.0,0.0,2.0,61.0,7.92,180.0,0.0,0.0,1006.55206,0.0,0.0
82,2021-01-07 01:00:00,0.0,48.360587,35.02671,23460200,0.5085,0.4585,-2.7190576,99.6395,0.0,0.0,0.0,3.0,100.0,8.049845,169.6952,0.0,0.0,1006.33295,0.0,0.0
83,2021-01-07 02:00:00,0.0,48.360587,35.02671,23460200,1.1085,1.0585,-2.2487686,99.641266,0.0,0.0,0.0,3.0,100.0,9.605998,167.00539,0.0,0.0,1006.5628,0.0,0.0
84,2021-01-07 03:00:00,0.0,48.360587,35.02671,23460200,1.1585001,1.1085,-2.167685,99.64141,0.0,0.0,0.0,3.0,100.0,9.449572,162.25523,0.0,0.0,1006.27014,0.0,0.0
85,2021-01-07 04:00:00,0.0,48.360587,35.02671,23460200,1.5585,1.4585,-1.8131046,99.286285,0.0,0.0,0.0,3.0,100.0,10.163227,157.06787,0.0,0.0,1005.7994,0.0,0.0
86,2021-01-07 05:00:00,0.0,48.360587,35.02671,23460200,2.3585,2.2085001,-1.1656425,98.93806,0.0,0.0,0.0,3.0,100.0,12.10157,157.249,0.0,0.0,1005.64594,0.0,0.0
87,2021-01-07 06:00:00,0.0,48.360587,35.02671,23460200,3.0585,2.9585001,-0.63268566,99.29493,0.0,0.0,0.0,3.0,100.0,14.182355,156.0375,0.0,0.0,1005.0923,0.0,0.0
88,2021-01-07 07:00:00,0.0,48.360587,35.02671,23460200,3.2085001,3.1585,-0.72776747,99.64735,0.0,0.0,0.0,3.0,100.0,16.1198,156.29735,0.0,0.0,1004.80493,0.0,0.0
89,2021-01-07 08:00:00,0.0,48.360587,35.02671,23460200,3.0585,3.0085,-0.9029844,99.64692,0.0,0.0,0.0,3.0,100.0,16.09969,153.43501,2.0,0.0,1004.20557,0.0,0.0
90,2021-01-07 09:00:00,0.0,48.360587,35.02671,23460200,3.5585,3.4585001,-0.48383212,99.29778,0.0,0.0,0.0,3.0,100.0,17.238699,151.29414,24.0,0.0,1003.9368,0.0,0.0
91,2021-01-07 10:00:00,0.0,48.360587,35.02671,23460200,4.4585,4.1085,-0.21131754,97.57879,0.0,0.0,0.0,3.0,100.0,22.415602,150.14108,64.0,0.0,1003.4924,0.0,0.0
92,2021-01-07 11:00:00,0.0,48.360587,35.02671,23460200,4.7085,4.3585,0.44060373,97.58362,0.1,0.0,0.0,51.0,100.0,20.00512,149.74365,79.0,1.0,1002.7172,0.1,0.0
93,2021-01-07 12:00:00,0.0,48.360587,35.02671,23460200,4.9084997,4.5585,0.5825424,97.58746,0.2,0.0,0.0,51.0,100.0,20.68356,148.52321,76.0,0.0,1001.54553,0.2,0.0
94,2021-01-07 13:00:00,0.0,48.360587,35.02671,23460200,5.9084997,5.6085,1.9045358,97.94538,0.4,0.0,0.0,51.0,100.0,20.00512,149.74365,45.0,0.0,1000.317,0.4,0.0
95,2021-01-07 14:00:00,0.0,48.360587,35.02671,23460200,6.4084997,6.0084996,2.2774563,97.27963,0.2,0.0,0.0,51.0,100.0,21.485697,148.70702,39.0,0.0,999.1608,0.2,0.0
96,2021-01-07 15:00:00,0.0,48.360587,35.02671,23460200,6.7584996,6.4084997,2.6908712,97.62267,0.2,0.0,0.0,51.0,100.0,21.67487,147.89377,44.0,0.0,998.19354,0.2,0.0
97,2021-01-07 16:00:00,0.0,48.360587,35.02671,23460200,6.6085,6.2584996,2.372007,97.61984,0.2,0.0,0.0,51.0,100.0,22.59699,149.34941,10.0,0.0,997.2989,0.2,0.0
98,2021-01-07 17:00:00,0.0,48.360587,35.02671,23460200,6.3585,6.0585,2.1077251,97.9527,0.5,0.0,0.0,53.0,100.0,22.38378,152.19864,0.0,0.0,996.4976,0.5,0.0
99,2021-01-07 18:00:00,0.0,48.360587,35.02671,23460200,6.2085,5.9084997,2.0165625,97.950264,0.9,0.0,0.0,53.0,100.0,21.749481,155.55606,0.0,0.0,995.50433,0.9,0.0
100,2021-01-07 19:00:00,0.0,48.360587,35.02671,23460200,6.1584997,5.7584996,1.8096261,97.27425,1.4,0.0,0.0,61.0,100.0,22.59699,149.34941,0.0,0.0,994.319,1.4,0.0
101,2021-01-07 20:00:00,0.25241429613420857,48.360587,35.02671,23460200,6.3085,5.9084997,1.7230129,97.27748,0.5,0.0,0.0,53.0,100.0,24.448214,166.37299,0.0,0.0,993.53845,0.5,0.0
102,2021-01-07 21:00:00,2.167585703865791,48.360587,35.02671,23460200,6.5585,6.1085,2.0071697,96.94785,0.5,0.0,0.0,53.0,100.0,24.522316,183.3664,0.0,0.0,993.0588,0.5,0.0
103,2021-01-07 22:00:00,0.0,48.360587,35.02671,23460200,6.7584996,6.0585,2.7027454,95.295395,0.8,0.0,0.0,53.0,95.0,21.046917,192.8477,0.0,0.0,992.5763,0.8,0.0
104,2021-01-07 23:00:00,0.0,48.360587,35.02671,23460200,6.4585,5.8585,2.048851,95.94573,1.5,0.0,0.0,61.0,100.0,23.166216,224.37048,0.0,0.0,992.6593,1.5,0.0
105,2021-01-08 00:00:00,0.0,48.360587,35.02671,23460200,6.5585,5.6584997,1.5079098,93.97831,0.0,0.0,0.0,3.0,100.0,27.257967,236.3099,0.0,0.0,993.35443,0.0,0.0
106,2021-01-08 01:00:00,0.0,48.360587,35.02671,23460200,5.3085,4.1085,-0.19292688,91.9664,0.0,0.0,0.0,3.0,88.0,28.119204,251.333,0.0,0.0,994.5702,0.0,0.0
107,2021-01-08 02:00:00,0.0,48.360587,35.02671,23460200,5.1085,3.7085001,-0.007356167,90.67016,0.0,0.0,0.0,3.0,91.0,24.933735,252.3498,0.0,0.0,995.4465,0.0,0.0
108,2021-01-08 03:00:00,0.0,48.360587,35.02671,23460200,4.3085,2.6085,-0.7158966,88.70549,0.0,0.0,0.0,3.0,95.0,22.884789,250.70985,0.0,0.0,996.48846,0.0,0.0
109,2021-01-08 04:00:00,0.0,48.360587,35.02671,23460200,3.7585,2.0085,-1.077595,88.34231,0.0,0.0,0.0,3.0,100.0,20.858265,248.74942,0.0,0.0,997.1488,0.0,0.0
110,2021-01-08 05:00:00,0.0,48.360587,35.02671,23460200,3.2085001,1.4585,-1.5378432,88.293175,0.0,0.0,0.0,3.0,85.0,19.592731,249.56708,0.0,0.0,997.7108,0.0,0.0
111,2021-01-08 06:00:00,0.0,48.360587,35.02671,23460200,2.7585,1.0085,-1.7218862,88.25275,0.0,0.0,0.0,3.0,100.0,17.25373,246.64441,0.0,0.0,998.37634,0.0,0.0
112,2021-01-08 07:00:00,0.0,48.360587,35.02671,23460200,2.4085,0.70849997,-2.0474467,88.53983,0.0,0.0,0.0,3.0,95.0,16.75064,241.78273,0.0,0.0,998.94867,0.0,0.0
113,2021-01-08 08:00:00,0.0,48.360587,35.02671,23460200,2.2085001,0.5085,-2.2540212,88.52219,0.0,0.0,0.0,3.0,95.0,16.575644,235.6196,3.0,0.0,999.5291,0.0,0.0
114,2021-01-08 09:00:00,0.0,48.360587,35.02671,23460200,2.5585,-0.09150001,-2.5889566,82.675674,0.0,0.0,0.0,3.0,100.0,20.63023,240.75127,36.0,6.0,1000.73035,0.0,0.0
115,2021-01-08 10:00:00,0.0,48.360587,35.02671,23460200,2.7585,-0.54150003,-2.4815068,78.88689,0.0,0.0,0.0,3.0,100.0,20.799152,246.54095,72.0,10.0,1001.2337,0.0,0.0
116,2021-01-08 11:00:00,0.0,48.360587,35.02671,23460200,2.9085,-0.99149996,-2.0546153,75.53123,0.0,0.0,0.0,3.0,99.0,18.448023,252.97939,73.0,0.0,1001.14325,0.0,0.0
117,2021-01-08 12:00:00,0.5787664307381193,48.360587,35.02671,23460200,3.4585001,-1.2414999,-1.3242228,71.33505,0.0,0.0,0.0,3.0,100.0,16.965895,252.71841,134.0,13.0,1000.77844,0.0,0.0
118,2021-01-08 13:00:00,2.1212335692618804,48.360587,35.02671,23460200,3.8585,-1.5914999,-0.5760927,67.59637,0.0,0.0,0.0,3.0,100.0,14.24163,249.27435,148.0,15.0,1000.70123,0.0,0.0
119,2021-01-08 14:00:00,0.0,48.360587,35.02671,23460200,4.6584997,-1.0415,0.2886591,66.5425,0.0,0.0,0.0,3.0,100.0,14.33234,244.7223,136.0,16.0,1000.0543,0.0,0.0
120,2021-01-08 15:00:00,0.0,48.360587,35.02671,23460200,4.1085,-0.6415,0.4012556,71.20301,0.0,0.0,0.0,3.0,100.0,10.1887,237.99466,93.0,20.0,1000.1236,0.0,0.0
121,2021-01-08 16:00:00,0.0,48.360587,35.02671,23460200,2.4085,-0.3915,-0.6305733,81.759766,0.0,0.0,0.0,3.0,100.0,5.8603754,227.4896,27.0,3.0,999.8354,0.0,0.0
122,2021-01-08 17:00:00,0.0,48.360587,35.02671,23460200,2.3585,-0.24150002,-0.7497523,82.950775,0.0,0.0,0.0,3.0,100.0,6.489992,213.6901,0.0,0.0,999.7344,0.0,0.0
123,2021-01-08 18:00:00,0.0,48.360587,35.02671,23460200,2.0585,-0.09150001,-1.061271,85.67026,0.0,0.0,0.0,3.0,100.0,6.725354,195.52417,0.0,0.0,999.521,0.0,0.0
124,2021-01-08 19:00:00,0.0,48.360587,35.02671,23460200,1.7585001,0.0585,-1.1091537,88.48234,0.0,0.0,0.0,3.0,100.0,5.154415,204.77512,0.0,0.0,999.8005,0.0,0.0
125,2021-01-08 20:00:00,0.0,48.360587,35.02671,23460200,1.4585,0.1585,-1.3560998,91.060036,0.0,0.0,0.0,3.0,100.0,4.896529,197.10281,0.0,0.0,999.39014,0.0,0.0
126,2021-01-08 21:00:00,0.0,48.360587,35.02671,23460200,1.2585001,0.4085,-1.6245961,94.06157,0.2,0.0,0.0,51.0,100.0,5.634891,206.56499,0.0,0.0,999.5762,0.2,0.0
