,time,kWh,Latitude,Longitude,InternalNum,date,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
0,2021-01-01 10:00:00,0.04469400630914827,48.56355,39.197,41261600.0,2021-01-01 00:00:00,0.09300001,-0.10699999,-3.7524855,98.56001,0.0,0.0,0.06,3.0,99.0,11.681987,123.690094,0.0,0.0,1009.9117,0.0,0.0
1,2021-01-01 11:00:00,3.175305993690852,48.56355,39.197,41261600.0,2021-01-01 01:00:00,0.143,-0.10699999,-3.7753353,98.20362,0.0,0.0,0.06,3.0,99.0,12.181624,124.159744,0.0,0.0,1009.71576,0.0,0.0
2,2021-01-01 12:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 02:00:00,0.143,-0.056999996,-3.860657,98.56059,0.0,0.0,0.06,3.0,99.0,12.819235,128.15727,0.0,0.0,1009.9136,0.0,0.0
3,2021-01-01 13:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 03:00:00,0.09300001,-0.10699999,-4.0334735,98.56001,0.0,0.0,0.06,3.0,99.0,13.608762,127.47626,0.0,0.0,1009.71387,0.0,0.0
4,2021-01-01 14:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 04:00:00,0.243,-0.0069999993,-3.94171,98.205086,0.0,0.0,0.06,3.0,100.0,14.113652,127.74687,0.0,0.0,1009.621,0.0,0.0
5,2021-01-01 15:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 05:00:00,0.243,-0.0069999993,-3.983469,98.205086,0.0,0.0,0.06,3.0,99.0,14.4,126.86999,0.0,0.0,1009.3242,0.0,0.0
6,2021-01-01 16:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 06:00:00,0.243,-0.0069999993,-4.0257006,98.205086,0.0,0.0,0.06,3.0,99.0,14.689588,126.027466,0.0,0.0,1008.9287,0.0,0.0
7,2021-01-01 17:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 07:00:00,0.393,0.143,-3.852446,98.20729,0.0,0.0,0.06,3.0,100.0,14.689588,126.027466,0.0,0.0,1009.034,0.0,0.0
8,2021-01-01 18:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 08:00:00,0.44300002,0.193,-3.7843268,98.20801,0.0,0.0,0.06,3.0,99.0,14.618837,127.99879,7.0,0.0,1009.0359,0.0,0.0
9,2021-01-01 19:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 09:00:00,0.843,0.493,-3.255239,97.50733,0.0,0.0,0.06,3.0,100.0,14.05845,129.80553,42.0,1.0,1009.0523,0.0,0.0
10,2021-01-01 20:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 10:00:00,1.193,0.793,-2.5708127,97.163795,0.0,0.0,0.06,3.0,100.0,12.096214,126.528946,85.0,3.0,1009.0666,0.0,0.0
11,2021-01-01 21:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 11:00:00,1.693,1.043,-2.201898,95.44584,0.0,0.0,0.06,3.0,100.0,13.276144,130.60121,131.0,9.0,1008.7901,0.0,0.0
12,2021-01-01 22:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 12:00:00,1.943,1.193,-1.8103118,94.77219,0.0,0.0,0.05,3.0,99.0,12.475961,133.83095,132.0,8.0,1008.3057,0.0,0.0
13,2021-01-01 23:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 13:00:00,2.1929998,1.293,-1.4724903,93.76851,0.0,0.0,0.05,3.0,97.0,11.988594,138.65233,147.0,23.0,1007.9203,0.0,0.0
14,2021-01-02 00:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 14:00:00,1.993,1.293,-1.3838539,95.11496,0.0,0.0,0.05,3.0,100.0,10.009036,127.694305,126.0,28.0,1008.1098,0.0,0.0
15,2021-01-02 01:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 15:00:00,1.343,0.943,-2.0459118,97.16723,0.0,0.0,0.05,3.0,94.0,9.693296,121.328636,51.0,5.0,1007.9847,0.0,0.0
16,2021-01-02 02:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 16:00:00,1.043,0.74300003,-2.5089865,97.86348,0.0,0.0,0.05,3.0,91.0,10.587918,125.311295,6.0,1.0,1008.2691,0.0,0.0
17,2021-01-02 03:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 17:00:00,0.99300003,0.643,-2.6277623,97.51035,0.0,0.0,0.05,3.0,87.0,10.948973,133.66785,0.0,0.0,1008.465,0.0,0.0
18,2021-01-02 04:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 18:00:00,0.843,0.493,-2.8017735,97.50733,0.0,0.0,0.05,2.0,79.0,10.948973,136.33215,0.0,0.0,1008.4589,0.0,0.0
19,2021-01-02 05:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 19:00:00,0.693,0.393,-3.1903534,97.85741,0.0,0.0,0.05,2.0,75.0,12.475961,133.83095,0.0,0.0,1008.3537,0.0,0.0
20,2021-01-02 06:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 20:00:00,0.44300002,0.09300001,-3.4873743,97.499214,0.0,0.0,0.05,2.0,66.0,12.475961,136.16905,0.0,0.0,1008.1459,0.0,0.0
21,2021-01-02 07:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 21:00:00,0.193,-0.157,-3.7758837,97.49415,0.0,0.0,0.05,3.0,97.0,12.475961,133.83095,0.0,0.0,1008.1356,0.0,0.0
22,2021-01-02 08:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 22:00:00,0.74300003,0.193,-2.8748312,96.10467,0.0,0.0,0.05,2.0,79.0,10.44,136.39711,0.0,0.0,1008.05914,0.0,0.0
23,2021-01-02 09:00:00,0.0,48.56355,39.197,41261600.0,2021-01-01 23:00:00,0.99300003,0.243,-2.660677,94.73244,0.0,0.0,0.05,2.0,77.0,10.739832,129.55963,0.0,0.0,1007.8716,0.0,0.0
24,2021-01-02 10:00:00,0.0,48.56355,39.197,41261600.0,2021-01-02 00:00:00,0.99300003,0.193,-2.366632,94.39017,0.0,0.0,0.05,3.0,84.0,8.669949,138.36655,0.0,0.0,1007.8716,0.0,0.0
25,2021-01-02 11:00:00,0.0,48.56355,39.197,41261600.0,2021-01-02 01:00:00,1.243,0.44300002,-1.8268251,94.401344,0.4,0.0,0.05,51.0,95.0,6.9527545,158.74942,0.0,0.0,1008.1784,0.4,0.0
26,2021-01-02 12:00:00,0.0,48.56355,39.197,41261600.0,2021-01-02 02:00:00,1.243,0.793,-2.1897392,96.81561,0.4,0.0,0.05,51.0,100.0,9.826088,171.57312,0.0,0.0,1008.9696,0.4,0.0
