,time,kWh,Latitude,Longitude,InternalNum,date,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
0,2023-03-05 13:00:00,1.4377001977959876,50.53378,30.60821,60960400.0,2023-03-05 00:00:00,-0.2375,-6.3875003,-6.793953,63.224575,0.1,0.0,0.0,71.0,100.0,24.86868,292.1095,0.0,0.0,990.8091,0.0,0.07
1,2023-03-05 14:00:00,3.4367335405481776,50.53378,30.60821,60960400.0,2023-03-05 01:00:00,-0.73749995,-8.0875,-7.3390718,57.519875,0.0,0.0,0.0,0.0,8.0,24.066206,291.96063,0.0,0.0,991.5759,0.0,0.0
2,2023-03-05 15:00:00,1.8825662616558352,50.53378,30.60821,60960400.0,2023-03-05 02:00:00,-2.0375001,-9.287499,-8.421371,57.621555,0.0,0.0,0.0,0.0,0.0,21.862406,287.24155,0.0,0.0,992.0095,0.0,0.0
3,2023-03-05 16:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 03:00:00,-2.9875002,-10.287499,-9.382321,57.139973,0.0,0.0,0.0,0.0,0.0,21.38897,276.76608,0.0,0.0,992.3603,0.0,0.0
4,2023-03-05 17:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 04:00:00,-3.3375,-10.1875,-9.757177,59.113712,0.0,0.0,0.0,0.0,0.0,21.611998,271.90912,0.0,0.0,992.73865,0.0,0.0
5,2023-03-05 18:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 05:00:00,-3.6375,-10.0875,-10.100628,60.931705,0.0,0.0,0.0,0.0,0.0,21.96295,270.93918,0.0,0.0,993.0208,0.0,0.0
6,2023-03-05 19:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 06:00:00,-3.7875001,-9.987499,-10.190323,62.10719,0.0,0.0,0.0,0.0,0.0,21.602999,270.9548,0.0,0.0,993.2111,0.0,0.0
7,2023-03-05 20:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 07:00:00,-3.7875001,-9.737499,-10.066852,63.342567,0.0,0.0,0.0,0.0,0.0,20.892412,271.97488,5.0,1.0,993.5073,0.0,0.0
8,2023-03-05 21:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 08:00:00,-2.6875,-8.8875,-8.685181,62.381516,0.0,0.0,0.0,0.0,0.0,19.443333,271.06088,97.0,58.0,994.25024,0.0,0.0
9,2023-03-05 22:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 09:00:00,-1.1374999,-8.3375,-8.059727,58.08708,0.0,0.0,0.0,3.0,80.0,26.111792,285.18588,242.0,171.0,994.51984,0.0,0.0
10,2023-03-05 23:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 10:00:00,-0.08749999,-7.6875,-7.0817604,56.589245,0.0,0.0,0.0,1.0,44.0,27.009598,291.0924,379.0,288.0,994.7657,0.0,0.0
11,2023-03-06 00:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 11:00:00,0.96250004,-7.2375,-5.603443,54.308506,0.0,0.0,0.0,2.0,62.0,24.36325,288.9705,461.0,332.0,994.91254,0.0,0.0
12,2023-03-06 01:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 12:00:00,1.9625,-6.9375,-4.3322697,51.733677,0.0,0.0,0.0,3.0,90.0,22.702845,284.69736,519.0,372.0,994.85913,0.0,0.0
13,2023-03-06 02:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 13:00:00,2.4624999,-6.8375,-3.8373923,50.308887,0.0,0.0,0.0,3.0,84.0,22.805367,281.84204,465.0,311.0,994.4866,0.0,0.0
14,2023-03-06 03:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 14:00:00,1.7625,-6.4875,-4.348373,54.320763,0.0,0.0,0.0,2.0,77.0,21.746504,276.65433,421.0,247.0,994.85016,0.0,0.0
15,2023-03-06 04:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 15:00:00,1.9625,-6.9875,-3.9214206,51.535244,0.0,0.0,0.0,3.0,100.0,19.852295,274.15958,191.0,15.0,994.7604,0.0,0.0
16,2023-03-06 05:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 16:00:00,1.8625001,-7.4375,-3.8472867,50.13628,0.0,0.0,0.0,3.0,96.0,18.36353,268.8767,155.0,40.0,994.3607,0.0,0.0
17,2023-03-06 06:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 17:00:00,1.2625,-6.6375003,-3.6402202,55.658176,0.0,0.0,0.0,3.0,99.0,13.358861,255.96373,72.0,17.0,994.33356,0.0,0.0
18,2023-03-06 07:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 18:00:00,0.2125,-6.8375,-4.5561852,59.120136,0.0,0.0,0.0,3.0,100.0,12.303366,249.44386,13.0,2.0,994.3845,0.0,0.0
19,2023-03-06 08:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 19:00:00,0.16250001,-6.9375,-4.8846354,58.880554,0.0,0.0,0.0,3.0,98.0,14.145756,255.2564,0.0,0.0,994.8757,0.0,0.0
20,2023-03-06 09:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 20:00:00,-0.73749995,-6.7375,-5.030444,63.834156,0.0,0.0,0.0,3.0,100.0,9.107359,251.56496,0.0,0.0,994.8345,0.0,0.0
21,2023-03-06 10:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 21:00:00,-0.98749995,-6.2875,-5.262149,67.28941,0.0,0.0,0.0,3.0,95.0,9.290511,234.46223,0.0,0.0,994.6255,0.0,0.0
22,2023-03-06 11:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 22:00:00,-1.2875,-6.2875,-5.5943775,68.783485,0.0,0.0,0.0,3.0,98.0,9.511088,240.5242,0.0,0.0,994.6117,0.0,0.0
23,2023-03-06 12:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-05 23:00:00,-2.5375001,-6.4375,-6.638473,74.55865,0.0,0.0,0.0,2.0,59.0,7.9932966,234.16226,0.0,0.0,994.1583,0.0,0.0
24,2023-03-06 13:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 00:00:00,-3.1375,-6.6875,-7.5104895,76.47636,0.0,0.0,0.0,1.0,34.0,9.686609,228.01286,0.0,0.0,993.9328,0.0,0.0
25,2023-03-06 14:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 01:00:00,-3.3875,-7.2875,-7.966988,74.40198,0.0,0.0,0.0,3.0,100.0,10.703569,227.72638,0.0,0.0,993.9212,0.0,0.0
26,2023-03-06 15:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 02:00:00,-2.8375,-7.2375,-7.29945,71.694084,0.0,0.0,0.0,3.0,100.0,9.931042,226.46873,0.0,0.0,993.3544,0.0,0.0
27,2023-03-06 16:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 03:00:00,-2.5875,-7.1375003,-7.272381,70.92107,0.0,0.0,0.0,3.0,100.0,11.525623,231.34016,0.0,0.0,993.2676,0.0,0.0
28,2023-03-06 17:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 04:00:00,-2.0375001,-5.9875,-6.575232,74.366264,0.1,0.0,0.0,71.0,100.0,11.304229,217.23491,0.0,0.0,993.0956,0.0,0.07
29,2023-03-06 18:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 05:00:00,-2.0875,-5.1875,-5.9108047,79.31827,0.3,0.0,0.0,73.0,100.0,6.989936,214.50858,0.0,0.0,992.5998,0.0,0.21000001
30,2023-03-06 19:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 06:00:00,-1.5375,-5.2875,-5.549407,75.59623,0.1,0.0,0.0,71.0,100.0,8.209263,232.12495,0.0,0.0,992.52637,0.0,0.07
31,2023-03-06 20:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 07:00:00,-1.0375,-5.0875,-5.5305943,73.98801,0.0,0.0,0.0,1.0,39.0,11.659777,261.11942,3.0,0.0,992.7472,0.0,0.0
32,2023-03-06 21:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 08:00:00,-0.78749996,-4.7875,-5.8644867,74.31433,0.0,0.0,0.01,3.0,83.0,15.893093,283.0919,90.0,47.0,993.5487,0.0,0.0
33,2023-03-06 22:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 09:00:00,-0.037499994,-4.5375,-5.3078327,71.70605,0.0,0.0,0.01,2.0,50.0,17.414474,299.74478,199.0,97.0,994.1754,0.0,0.0
34,2023-03-06 23:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 10:00:00,0.6625,-4.7875,-4.5005817,66.893135,0.1,0.0,0.01,71.0,18.0,16.485485,301.60745,327.0,206.0,994.8001,0.0,0.07
35,2023-03-07 00:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 11:00:00,1.6125001,-6.4875,-3.7950883,54.906673,0.0,0.0,0.01,1.0,37.0,16.92383,293.83875,462.0,342.0,995.2382,0.0,0.0
36,2023-03-07 01:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 12:00:00,2.5625,-7.4875,-2.932984,47.51445,0.0,0.0,0.01,1.0,49.0,16.862455,286.1135,509.0,387.0,995.4789,0.0,0.0
37,2023-03-07 02:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 13:00:00,2.9624999,-7.8375,-2.4168286,44.952827,0.0,0.0,0.01,2.0,61.0,15.84409,271.3019,526.0,395.0,995.29913,0.0,0.0
38,2023-03-07 03:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 14:00:00,2.5124998,-7.2875,-2.7625146,48.424835,0.0,0.0,0.01,2.0,66.0,15.4800005,270.0,457.0,283.0,995.57513,0.0,0.0
39,2023-03-07 04:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 15:00:00,2.6625,-7.0375,-2.662422,48.842964,0.0,0.0,0.01,3.0,99.0,15.986595,262.23492,398.0,275.0,995.87823,0.0,0.0
40,2023-03-07 05:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 16:00:00,2.4624999,-7.4375,-2.659329,48.03825,0.0,0.0,0.01,3.0,100.0,14.332341,258.40784,261.0,144.0,995.8692,0.0,0.0
41,2023-03-07 06:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 17:00:00,1.7125,-6.4875,-2.4716082,54.51529,0.0,0.0,0.01,3.0,95.0,8.534353,242.35411,112.0,37.0,995.83545,0.0,0.0
42,2023-03-07 07:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 18:00:00,-1.5375,-6.1875,-5.489291,70.59399,0.0,0.0,0.01,3.0,99.0,7.145796,220.91429,21.0,6.0,995.7847,0.0,0.0
43,2023-03-07 08:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 19:00:00,-2.1875,-5.6375003,-6.008046,77.22416,0.0,0.0,0.01,3.0,99.0,6.638072,220.60121,0.0,0.0,996.0509,0.0,0.0
44,2023-03-07 09:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 20:00:00,-2.2875001,-5.4375,-6.200946,78.98735,0.0,0.0,0.01,3.0,88.0,7.42159,219.09384,0.0,0.0,996.3424,0.0,0.0
45,2023-03-07 10:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 21:00:00,-2.5375001,-5.1375003,-6.5017557,82.312004,0.0,0.0,0.01,3.0,87.0,7.9932966,215.83774,0.0,0.0,996.4292,0.0,0.0
46,2023-03-07 11:00:00,0.0,50.53378,30.60821,60960400.0,2023-03-06 22:00:00,-2.9375,-5.0375,-6.788192,85.43488,0.0,0.0,0.01,2.0,62.0,7.289445,212.90524,0.0,0.0,996.41046,0.0,0.0
