Unnamed: 0,Унікод АЗС,datetime,"Обсяг спожитих, кВт",Year,Month,Date,Day,DayWeek,Hour,Latitude,Longitude,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
12483,40861000,2023-06-01 01:00:00,,2023,6,2023-06-01,1,3,1,50.31828636812571,31.03586158987561,11.0935,5.5935,8.779559,68.87604,0.0,0.0,0.0,0.0,0.0,8.39657,30.963696,0.0,0.0,1003.6718,0.0,0.0
12484,40861000,2023-06-01 02:00:00,,2023,6,2023-06-01,1,3,2,50.31828636812571,31.03586158987561,13.4435,4.5435004,11.232578,54.861103,0.0,0.0,0.0,0.0,0.0,6.162207,96.70974,0.0,0.0,1003.7844,0.0,0.0
12485,40861000,2023-06-01 03:00:00,,2023,6,2023-06-01,1,3,3,50.31828636812571,31.03586158987561,11.2435,5.6935,9.627907,68.66859,0.0,0.0,0.0,0.0,0.0,3.7585104,196.69933,0.0,0.0,1003.67914,0.0,0.0
12486,40861000,2023-06-01 04:00:00,,2023,6,2023-06-01,1,3,4,50.31828636812571,31.03586158987561,8.6935,5.8935003,6.6563635,82.58027,0.0,0.0,0.0,0.0,0.0,6.9527545,248.74942,0.0,0.0,1003.45624,0.0,0.0
12487,40861000,2023-06-01 05:00:00,,2023,6,2023-06-01,1,3,5,50.31828636812571,31.03586158987561,8.893499,6.7435,6.7482214,86.385445,0.0,0.0,0.0,0.0,0.0,9.028754,265.42615,0.0,0.0,1003.66327,0.0,0.0
12488,40861000,2023-06-01 06:00:00,,2023,6,2023-06-01,1,3,6,50.31828636812571,31.03586158987561,11.4935,8.143499,10.114081,79.89572,0.0,0.0,0.0,0.0,0.0,6.130579,266.6336,42.0,19.0,1003.7897,0.0,0.0
12489,40861000,2023-06-01 07:00:00,,2023,6,2023-06-01,1,3,7,50.31828636812571,31.03586158987561,14.143499,8.6935,12.832729,69.72616,0.0,0.0,0.0,0.0,0.0,6.638072,257.4712,165.0,107.0,1003.81744,0.0,0.0
12490,40861000,2023-06-01 08:00:00,,2023,6,2023-06-01,1,3,8,50.31828636812571,31.03586158987561,16.6935,9.0435,15.679253,60.62331,0.0,0.0,0.0,0.0,0.0,5.2416787,254.05453,323.0,243.0,1003.6409,0.0,0.0
12491,40861000,2023-06-01 09:00:00,,2023,6,2023-06-01,1,3,9,50.31828636812571,31.03586158987561,19.043499,7.6435003,17.367815,47.55566,0.0,0.0,0.0,0.0,0.0,7.289444,249.77505,485.0,393.0,1003.55176,0.0,0.0
12492,40861000,2023-06-01 10:00:00,,2023,6,2023-06-01,1,3,10,50.31828636812571,31.03586158987561,20.6435,6.9435,19.202536,41.05353,0.0,0.0,0.0,0.0,0.0,7.968939,251.56496,634.0,531.0,1003.5256,0.0,0.0
