Unnamed: 0,Унікод АЗС,datetime,"Обсяг спожитих, кВт",Year,Month,Date,Day,DayWeek,Hour,Latitude,Longitude,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
1,40810600,2023-06-01 01:00:00,28.2432,2023,6,2023-06-01,1,3,1,50.418366003690984,29.840546770260875,11.7675,5.7175,9.737246,66.44078,0.0,0.0,0.0,0.0,0.0,6.638072,167.4712,0.0,0.0,995.4414,0.0,0.0
2,40810600,2023-06-01 02:00:00,25.5184,2023,6,2023-06-01,1,3,2,50.418366003690984,29.840546770260875,11.4175,5.2675004,9.19432,65.90583,0.0,0.0,0.0,1.0,22.0,7.289444,200.22495,0.0,0.0,995.5123,0.0,0.0
3,40810600,2023-06-01 03:00:00,28.1296,2023,6,2023-06-01,1,3,3,50.418366003690984,29.840546770260875,11.0675,5.4675,8.799155,68.39485,0.0,0.0,0.0,0.0,0.0,7.8954163,226.8476,0.0,0.0,995.5832,0.0,0.0
4,40810600,2023-06-01 04:00:00,26.8352,2023,6,2023-06-01,1,3,4,50.418366003690984,29.840546770260875,10.2175,5.3675003,7.8544073,71.875565,0.0,0.0,0.0,0.0,17.0,8.39657,239.0363,0.0,0.0,995.4197,0.0,0.0
5,40810600,2023-06-01 05:00:00,25.816,2023,6,2023-06-01,1,3,5,50.418366003690984,29.840546770260875,10.4675,5.1175003,7.9712505,69.469246,0.0,0.0,0.0,0.0,2.0,8.942214,220.10085,0.0,0.0,995.2431,0.0,0.0
6,40810600,2023-06-01 06:00:00,34.2784,2023,6,2023-06-01,1,3,6,50.418366003690984,29.840546770260875,11.7675,5.4175,9.191423,65.073586,0.0,0.0,0.0,0.0,0.0,9.931042,223.53127,36.0,16.0,995.14795,0.0,0.0
7,40810600,2023-06-01 07:00:00,39.3344,2023,6,2023-06-01,1,3,7,50.418366003690984,29.840546770260875,13.8175,6.4675,11.398362,61.185013,0.0,0.0,0.0,0.0,0.0,10.464797,243.43501,155.0,99.0,995.4017,0.0,0.0
8,40810600,2023-06-01 08:00:00,43.0672,2023,6,2023-06-01,1,3,8,50.418366003690984,29.840546770260875,16.317501,7.7175,14.660942,56.754322,0.0,0.0,0.0,0.0,0.0,7.289445,237.09476,311.0,234.0,995.3936,0.0,0.0
9,40810600,2023-06-01 09:00:00,47.8944,2023,6,2023-06-01,1,3,9,50.418366003690984,29.840546770260875,19.067501,7.5175004,17.226547,47.078243,0.0,0.0,0.0,0.0,0.0,8.209263,254.74483,473.0,382.0,995.2046,0.0,0.0
10,40810600,2023-06-01 10:00:00,45.7776,2023,6,2023-06-01,1,3,10,50.418366003690984,29.840546770260875,20.7675,7.4675,19.320103,42.228027,0.0,0.0,0.0,0.0,0.0,8.4042845,260.13425,623.0,522.0,995.2301,0.0,0.0
11,40810600,2023-06-01 11:00:00,46.6144,2023,6,2023-06-01,1,3,11,50.418366003690984,29.840546770260875,22.0175,7.4675,21.311348,39.1151,0.0,0.0,0.0,0.0,0.0,8.350138,262.5687,746.0,638.0,994.92834,0.0,0.0
12,40810600,2023-06-01 12:00:00,49.3488,2023,6,2023-06-01,1,3,12,50.418366003690984,29.840546770260875,23.067501,7.4675,22.886497,36.698692,0.0,0.0,0.0,0.0,1.0,8.311245,252.3498,833.0,720.0,994.5136,0.0,0.0
13,40810600,2023-06-01 13:00:00,46.8672,2023,6,2023-06-01,1,3,13,50.418366003690984,29.840546770260875,23.917501,7.6175003,23.881657,35.22373,0.0,0.0,0.0,0.0,1.0,9.19939,239.42085,878.0,763.0,993.9863,0.0,0.0
14,40810600,2023-06-01 14:00:00,50.3168,2023,6,2023-06-01,1,3,14,50.418366003690984,29.840546770260875,24.567501,7.6675,24.294758,33.992977,0.0,0.0,0.0,0.0,19.0,10.495713,239.0363,875.0,758.0,993.64056,0.0,0.0
15,40810600,2023-06-01 15:00:00,54.4032,2023,6,2023-06-01,1,3,15,50.418366003690984,29.840546770260875,25.567501,7.4175,24.953775,31.48486,0.0,0.0,0.0,1.0,41.0,10.514218,231.95291,827.0,714.0,992.7313,0.0,0.0
16,40810600,2023-06-01 16:00:00,52.9936,2023,6,2023-06-01,1,3,16,50.418366003690984,29.840546770260875,25.817501,7.2675004,24.622261,30.7051,0.0,0.0,0.0,2.0,64.0,10.685391,237.38077,737.0,629.0,992.063,0.0,0.0
17,40810600,2023-06-01 17:00:00,51.0768,2023,6,2023-06-01,1,3,17,50.418366003690984,29.840546770260875,25.917501,7.0175004,23.942362,30.005945,0.0,0.0,0.0,0.0,0.0,10.636766,246.0375,610.0,507.0,991.5805,0.0,0.0
